name,H1S1V1,H1S2V1,H1S3V1,H2S1V1,H2S2V1,H2S3V1,H3S1V1,H3S2V1,H3S3V1,H1S1V2,H1S2V2,H1S3V2,H2S1V2,H2S2V2,H2S3V2,H3S1V2,H3S2V2,H3S3V2,H1S1V3,H1S2V3,H1S3V3,H2S1V3,H2S2V3,H2S3V3,H3S1V3,H3S2V3,H3S3V3
IMG_0128,371776,385437,187848,665722,355533,107565,183689,129131,16793,156086,103192,155921,94152,181827,8940658,7758,1285,6839,467290,406496,255751,126297,131243,4355285,4295,55747,62288
8842,223625,181491,956169,66000,298350,228357,39249,237234,306154,221048,35110,253939,43790,122159,11814224,1170,919,4016,311796,595138,467376,38203,103727,273740,244,1,91017
8844,83583,502137,446305,326518,437471,82294,127324,335115,91971,111179,20239,331923,20329,51084,11762908,897,1251,3853,353057,500927,475882,93680,189947,421210,316,109,142737
IMG_0195,576013,242524,98702,1070346,102880,62149,176531,5315,1871,218134,165685,99042,117352,123721,4782311,10638,1029,3396,555339,374078,286771,127010,190924,8430231,7305,59624,26983
IMG_0155,386185,344154,242275,380443,224957,92262,85321,89360,17287,172313,71740,112039,115865,217772,13769695,5385,635,9342,334832,359698,190579,74266,67210,463920,1743,24443,62183
8806,719032,549141,58501,548793,68959,23933,279864,47000,6912,121997,82024,245050,58666,104199,1330419,16053,618,2379,504599,528720,399251,138782,192946,11710631,560,68504,108371
IMG_0139,404342,453029,263928,589065,357921,131369,183517,180345,23582,158111,107719,162360,90552,210748,12274110,8936,700,8358,393574,492492,274302,110109,81802,827093,5230,46250,76360
IMG_0052,263151,315859,222465,324120,337307,108874,77111,175129,37731,173917,64582,107675,84318,142118,13180201,11160,860,8387,273206,256321,173750,66637,81053,1346803,2692,12023,68454
IMG_0118,629270,485901,266966,864929,318767,113117,157907,94556,11880,196629,118977,183148,93833,227419,8799025,7469,1320,9593,472898,478815,317778,152023,113395,3649837,3454,61315,85683
IMG_0066,432079,403747,278304,413635,276900,115643,57433,96777,19894,216638,69817,139271,91085,195762,12477617,5314,734,13148,356374,384326,201780,54061,100643,1425834,1366,25891,61831
IMG_0033,464919,251100,124467,839045,138707,80314,192035,25687,3418,173319,92822,118176,100776,152991,7331952,5653,966,3906,506311,379607,211765,137979,180717,6297609,3644,49839,48180
IMG_0189,465752,292647,120942,1103467,149719,76435,272629,28461,4365,154475,152592,137360,115347,155099,5941342,8986,1097,4336,502029,417975,279278,138250,193115,7066659,6334,64050,63163
IMG_0008,500929,385636,290439,343396,264151,116306,44218,70531,19023,211899,64140,130774,89668,179412,10528214,5614,633,9714,373582,324211,191687,63373,101205,3518390,1251,17784,69724
IMG_0042,436588,415763,224327,814545,431083,129896,231763,186906,23584,204437,124541,175124,151565,309488,9883042,11838,1330,8770,580405,515088,300461,136175,144210,2327988,5401,66211,75375
8817_1,84577,254549,674874,160561,523074,163026,57621,326949,210712,135722,16853,297027,24125,50919,11902593,1057,1088,4013,342283,549363,495450,42506,167361,327797,297,6,99843
8804,74625,495803,457393,318367,467099,85484,122907,321805,88747,112355,14289,298946,24176,50952,11970456,1257,1304,3839,352123,416348,425072,92822,186428,385857,302,74,145416
IMG_0096,487177,412785,168174,555452,159713,92774,220701,57430,5597,186515,88514,128346,83664,135820,12073229,8834,1140,4614,397582,337440,219212,98483,105508,1782490,3257,49880,51573
IMG_0043,428231,323506,186981,802280,317792,108604,186327,116426,14555,176668,101425,154378,130591,240331,11031861,8313,1123,8163,470992,468497,260423,130884,115279,2006265,3606,56654,65749
IMG_0112,329277,427495,199836,640135,365350,113494,181863,152161,19920,166073,105444,133134,101634,161699,9871379,14085,1521,5867,453672,382694,244525,132961,136291,3454179,6735,54499,59981
IMG_0131,670462,515488,231706,543368,162054,103259,123609,45480,6072,182369,94180,146488,86493,175868,10291739,6830,1144,5852,465411,358922,241062,114307,102120,3126786,3567,53628,57640
IMG_0111,351594,522767,267818,577110,509981,128759,176579,261090,35162,174483,124981,168953,106646,231101,12131446,13749,1543,8523,540876,433721,297988,157931,124482,418407,10373,59529,80312
IMG_0103,451131,264231,138224,568032,110153,82217,179053,30416,3346,161457,73062,104488,92432,149160,14057510,7714,999,3490,394439,282209,181886,87913,87732,316957,3887,41954,41812
8862,81516,555872,291272,380980,466319,68253,189962,324162,66157,108054,15442,303930,18670,83263,10442551,1175,1414,3939,389533,535101,406072,126578,189116,1698491,350,170,165904
IMG_0002,685877,384538,363355,533548,389038,155454,72605,103305,25384,231934,84380,162778,108034,212291,11465995,6829,538,17609,442560,440492,264348,84572,125139,1431807,3375,6966,113153
IMG_0024,569245,305167,143135,736352,131643,77152,163502,26041,3322,181775,87799,127074,93559,154894,10117871,6827,1207,5127,482920,324329,214167,111698,122608,3624373,3427,50159,50531
IMG_0063,441241,481849,285619,507010,419653,125231,175978,203507,37006,192285,103446,170702,102410,217205,8644369,9381,603,10313,510818,380850,274849,122455,117413,4250743,2850,47877,80241
IMG_0398,119341,119472,166258,2420485,355717,29051,202024,21548,7494,66893,450564,158487,143332,389186,11574913,111079,2444,129530,305095,406011,348422,150163,3898,102278,31950,88,100181
IMG_0388,204202,189251,209054,1766294,470974,37892,590810,109145,9402,105203,823412,275743,103763,411768,10875556,125291,1980,233749,279587,548766,355276,72524,5164,14039,95695,2,1362
IMG_0542,45770,293080,21354,2360104,703959,22155,6050,4565,3740,81180,317555,161878,243775,445881,11840728,1701,113604,112784,291594,183815,334431,303164,19638,3266,90,42,1
IMG_0617,98822,316690,31332,2746987,212035,15316,17457,5211,3627,220208,278800,129131,234080,471775,11984013,1349,108898,110211,180746,127395,323157,284324,12002,1820,478,40,0
IMG_0497,95783,288762,30995,2769859,184380,15291,21518,6022,2711,156819,411121,141170,306869,558130,11833483,3482,109910,108630,147502,100718,322273,291775,8305,248,90,58,0
IMG_0440,81506,161585,126996,2634009,162219,12949,147572,7235,4048,60536,260520,132575,197290,388883,12466994,1151,102620,113708,181752,159433,316064,191938,3837,63,363,58,0
IMG_0337,134734,200977,177865,2076095,398145,30723,347072,22604,7267,87080,420301,189131,191809,406804,11998967,107149,1740,218391,201586,230835,324337,100977,4239,2041,34842,83,110
IMG_0652,121217,81599,100622,1225672,218509,11411,294646,48670,3788,176099,197038,130253,73940,268700,13729314,1779,889,11931,249520,262742,251441,42784,2677,272175,4474,571,133443
IMG_0671,77344,58918,92560,1349846,224252,15362,155185,30921,4828,208253,338154,96193,66673,284898,13702462,4728,1118,61939,235665,165427,204981,31838,3834,420077,6540,569,73339
IMG_0526,63113,326303,36325,2752176,350881,20347,8708,4831,4067,177361,435399,144999,251614,500075,11641239,1976,114788,114511,261828,46677,335775,309007,12568,1003,300,33,0
